Date,PL Account,Amount,Description,Counterparty
2023-09-13,Less:Refferal discount,-3213.51,Transaction 4081,Counterparty 4081
2023-10-27,Staff expenses:Operational software,-1005.12,Transaction 4082,Counterparty 4082
2023-02-22,Purchase & Sales of intangible assets,-3870.35,Transaction 4083,Counterparty 4083
2023-02-21,"Property, Plant And Equipment Accumulated Depreciation",-324.46,Transaction 4084,Counterparty 4084
2024-04-20,Staff expenses:Other staff expenses,-2700.35,Transaction 4085,Counterparty 4085
2023-07-09,Inventory,-4389.82,Transaction 4086,Counterparty 4086
2024-05-20,Professional services:Contractors,3655.71,Transaction 4087,Counterparty 4087
2023-08-20,Prepaid Income,-4008.93,Transaction 4088,Counterparty 4088
2023-09-07,Comissions and fees from sales:Stripe fee,3554.71,Transaction 4089,Counterparty 4089
2023-09-08,Professional services:Financial & legal software,-3237.45,Transaction 4090,Counterparty 4090
2024-02-04,Other Expenses:PE Tax,-414.32,Transaction 4091,Counterparty 4091
2023-12-03,Less:Discount,-187.25,Transaction 4092,Counterparty 4092
2024-03-07,Project's direct cost:Subcontractors,1960.67,Transaction 4093,Counterparty 4093
2023-08-11,Marketing and sales:Other marketing expenses,-2748.31,Transaction 4094,Counterparty 4094
2023-08-09,R&D expenses,-4964.1,Transaction 4095,Counterparty 4095
2024-05-15,WISE EUR,-509.5,Transaction 4096,Counterparty 4096
2023-02-07,Custom subscription,-3171.0,Transaction 4097,Counterparty 4097
2024-05-10,Goodwill,-308.98,Transaction 4098,Counterparty 4098
2023-09-14,Marketing and sales:Other marketing expenses,-3861.1,Transaction 4099,Counterparty 4099
2024-03-09,Office expenses:Facilities,-1455.15,Transaction 4100,Counterparty 4100
2024-06-11,Exchange Gain,-2420.89,Transaction 4101,Counterparty 4101
2024-02-07,Principal repayment of lease obligations,-374.18,Transaction 4102,Counterparty 4102
2023-03-18,R&D expenses,-2883.82,Transaction 4103,Counterparty 4103
2023-12-26,Cost of sales,3088.98,Transaction 4104,Counterparty 4104
2023-04-27,Office expenses:Rent,3575.93,Transaction 4105,Counterparty 4105
2023-02-14,Professional services:Professional services,1034.32,Transaction 4106,Counterparty 4106
2023-05-28,Project's direct cost,666.88,Transaction 4107,Counterparty 4107
2023-04-03,R&D expenses:R&D software & other services,-1097.28,Transaction 4108,Counterparty 4108
2024-05-23,Marketing and sales:Sales team salary,1443.57,Transaction 4109,Counterparty 4109
2023-06-10,WISE USD,-686.65,Transaction 4110,Counterparty 4110
2024-04-24,Accrued non-current liabilities,-1431.77,Transaction 4111,Counterparty 4111
2024-01-04,Direct labour:Project team salary,-1129.87,Transaction 4112,Counterparty 4112
2023-05-08,Custom subscription,2990.43,Transaction 4113,Counterparty 4113
2024-04-05,Financial Modeling,-1309.13,Transaction 4114,Counterparty 4114
2024-05-04,Taxes:Federal Taxes,836.45,Transaction 4115,Counterparty 4115
2023-06-06,Mercury Checking *8932,-1409.57,Transaction 4116,Counterparty 4116
2024-06-05,G&A expenses:Salary G&A,3879.79,Transaction 4117,Counterparty 4117
2023-08-02,Mercury CHE *6028,272.47,Transaction 4118,Counterparty 4118
2023-11-29,Amortisation / Depreciation,313.97,Transaction 4119,Counterparty 4119
2023-10-12,Equity in earnings of subsidiaries,3856.63,Transaction 4120,Counterparty 4120
2023-04-19,Marketing and sales,-3435.81,Transaction 4121,Counterparty 4121
2024-05-21,Staff expenses:Corporate events,3022.08,Transaction 4122,Counterparty 4122
2024-05-28,Taxes:Federal Taxes,2673.17,Transaction 4123,Counterparty 4123
2023-04-15,Inventory Asset,-4636.22,Transaction 4124,Counterparty 4124
2023-06-06,Dividends paid,695.13,Transaction 4125,Counterparty 4125
2023-06-30,Payroll liabilities,687.36,Transaction 4126,Counterparty 4126
2023-07-03,Professional services:Legal consultancy,2451.83,Transaction 4127,Counterparty 4127
2023-09-25,Stripe expenses,-368.86,Transaction 4128,Counterparty 4128
2024-06-03,WISE USD,-3177.7,Transaction 4129,Counterparty 4129
2023-11-20,Marketing and sales:Marketing team salary,1099.25,Transaction 4130,Counterparty 4130
2024-05-23,"Marketing and sales:Content creation (newsletters, blog, social media)",2488.35,Transaction 4131,Counterparty 4131
2023-03-13,Direct labour:Project team salary,-1722.85,Transaction 4132,Counterparty 4132
2023-06-27,Inventory Asset,-168.44,Transaction 4133,Counterparty 4133
2024-05-18,R&D expenses:R&D team salary tax expenses,2098.61,Transaction 4134,Counterparty 4134
2023-01-18,G&A expenses,-2550.41,Transaction 4135,Counterparty 4135
2023-12-17,Marketing and sales:Marketing team salary,-3338.83,Transaction 4136,Counterparty 4136
2024-04-30,Marketing and sales:Design,-4490.34,Transaction 4137,Counterparty 4137
2023-10-31,WISE USD,541.51,Transaction 4138,Counterparty 4138
2023-10-02,Other Expenses,2712.64,Transaction 4139,Counterparty 4139
2023-01-27,Direct labour:Project team salary,1896.68,Transaction 4140,Counterparty 4140
2023-11-24,Marketing and sales:Other marketing expenses,2611.88,Transaction 4141,Counterparty 4141
2023-12-19,Office expenses:Office equipment,-3471.13,Transaction 4142,Counterparty 4142
2023-08-07,Stripe,3681.15,Transaction 4143,Counterparty 4143
2023-01-09,Undeposited Funds,3383.32,Transaction 4144,Counterparty 4144
2023-11-23,Interest Expenses,-1300.72,Transaction 4145,Counterparty 4145
2024-05-19,Marketing and sales:PR,694.53,Transaction 4146,Counterparty 4146
2023-04-08,Marketing and sales:Marketing team salary,-4413.48,Transaction 4147,Counterparty 4147
2023-04-20,Stripe Other fees,1643.26,Transaction 4148,Counterparty 4148
2024-06-02,Direct labour:Bonuses,-628.76,Transaction 4149,Counterparty 4149
2023-03-18,Loans to Others,-1920.42,Transaction 4150,Counterparty 4150
2024-01-16,"Marketing and sales:Content creation (newsletters, blog, social media)",-2456.02,Transaction 4151,Counterparty 4151
2024-02-26,Growth subscription,-3955.63,Transaction 4152,Counterparty 4152
2023-01-13,"Marketing and sales:Content creation (newsletters, blog, social media)",-167.39,Transaction 4153,Counterparty 4153
2023-07-09,Less:Refferal discount,55.44,Transaction 4154,Counterparty 4154
2023-09-22,WISE USD,-3964.39,Transaction 4155,Counterparty 4155
2023-01-11,Purchase & Sales of intangible assets,3750.46,Transaction 4156,Counterparty 4156
2024-01-14,Office expenses:Rent,-4404.45,Transaction 4157,Counterparty 4157
2024-02-12,Comissions and fees from sales:Stripe fee,3028.29,Transaction 4158,Counterparty 4158
2023-10-19,Financial Modeling,-731.89,Transaction 4159,Counterparty 4159
2023-09-08,Accounts Receivable (A/R),-3365.62,Transaction 4160,Counterparty 4160
2023-08-19,Professional services:Legal consultancy,4340.42,Transaction 4161,Counterparty 4161
2024-06-17,G&A expenses:Salary G&A Tax Expenses,2830.86,Transaction 4162,Counterparty 4162
2023-09-28,Accounts Receivable (A/R),-2533.56,Transaction 4163,Counterparty 4163
2023-01-21,Interest Income,-1400.45,Transaction 4164,Counterparty 4164
2023-02-20,Direct labour:Project team salary,4154.64,Transaction 4165,Counterparty 4165
2023-05-05,Marketing and sales,3427.87,Transaction 4166,Counterparty 4166
2024-04-17,Payroll Clearing,-842.99,Transaction 4167,Counterparty 4167
2023-02-10,Work in process,-4568.36,Transaction 4168,Counterparty 4168
2024-05-28,"Property, plant and equipment",-754.11,Transaction 4169,Counterparty 4169
2023-03-20,Other Expenses,4666.92,Transaction 4170,Counterparty 4170
2023-05-28,Purchase & Sales of property and equipment,-4789.23,Transaction 4171,Counterparty 4171
2023-07-17,Professional services:Contractors,3702.12,Transaction 4172,Counterparty 4172
2023-06-20,Growth subscription,4958.8,Transaction 4173,Counterparty 4173
2023-03-22,Accrued non-current liabilities,-3522.42,Transaction 4174,Counterparty 4174
2023-04-25,Donation,-294.45,Transaction 4175,Counterparty 4175
2023-05-04,Dividends payable,-2048.67,Transaction 4176,Counterparty 4176
2024-02-17,Sales,4521.75,Transaction 4177,Counterparty 4177
2023-01-15,Common stock,2985.17,Transaction 4178,Counterparty 4178
2023-06-19,Marketing and sales:Sales software & other services,-1666.28,Transaction 4179,Counterparty 4179
2024-01-28,Staff expenses:Recruitment expenses,3097.85,Transaction 4180,Counterparty 4180
2023-04-25,Other comprehensive income,-4895.88,Transaction 4181,Counterparty 4181
2024-04-24,Uncategorised Income,-4688.45,Transaction 4182,Counterparty 4182
2023-12-13,"Property, Plant And Equipment Accumulated Depreciation",-4091.48,Transaction 4183,Counterparty 4183
2023-07-11,Current portion of long-term debt,-4282.47,Transaction 4184,Counterparty 4184
2023-06-03,Stripe Other fees,1794.54,Transaction 4185,Counterparty 4185
2024-02-02,Liabilities related to assets held for sale,994.14,Transaction 4186,Counterparty 4186
2023-08-23,Accounts Receivable (A/R) - EUR,-4279.62,Transaction 4187,Counterparty 4187
2024-04-16,Marketing and sales,4985.66,Transaction 4188,Counterparty 4188
2023-10-12,Marketing and sales:Refferal program,4075.47,Transaction 4189,Counterparty 4189
2023-05-08,Accrued liabilities,-3617.1,Transaction 4190,Counterparty 4190
2023-04-20,Dividend disbursed,397.66,Transaction 4191,Counterparty 4191
2024-03-29,CHASE SAV *2868,-2304.91,Transaction 4192,Counterparty 4192
2023-05-15,Amortisation / Depreciation:Amortisation,3062.45,Transaction 4193,Counterparty 4193
2024-06-08,Accrued holiday payable,-907.35,Transaction 4194,Counterparty 4194
2023-10-02,Accounts Receivable (A/R),616.49,Transaction 4195,Counterparty 4195
2024-03-02,Professional services:Professional services,4237.49,Transaction 4196,Counterparty 4196
2024-01-16,Stripe Other fees,-2399.44,Transaction 4197,Counterparty 4197
2023-11-01,Staff expenses:Recruitment expenses,4981.6,Transaction 4198,Counterparty 4198
2023-05-01,Amortisation / Depreciation:Amortisation,1388.57,Transaction 4199,Counterparty 4199
2023-01-09,Growth subscription,-4055.37,Transaction 4200,Counterparty 4200
2024-01-13,Other Expenses,-2023.59,Transaction 4201,Counterparty 4201
2023-04-03,Billable Expense Income,-2216.93,Transaction 4202,Counterparty 4202
2024-01-19,Taxes,2467.18,Transaction 4203,Counterparty 4203
2024-03-15,Available for sale assets (short-term),-2728.21,Transaction 4204,Counterparty 4204
2023-03-22,Purchase & Sales of property and equipment,-1514.82,Transaction 4205,Counterparty 4205
2023-09-20,Available for sale assets (short-term),-2041.69,Transaction 4206,Counterparty 4206
2023-03-08,Dividends payable,-1903.39,Transaction 4207,Counterparty 4207
2023-05-19,Professional services:Legal consultancy,3844.23,Transaction 4208,Counterparty 4208
2023-12-20,Office expenses:Other office expenses,618.15,Transaction 4209,Counterparty 4209
2023-11-10,"Marketing and sales:Content creation (newsletters, blog, social media)",4262.8,Transaction 4210,Counterparty 4210
2023-04-25,Interest Payable,-1433.27,Transaction 4211,Counterparty 4211
2023-12-17,Prepaid expenses administrative,-1568.16,Transaction 4212,Counterparty 4212
2023-08-18,Office expenses:Rent,-3953.88,Transaction 4213,Counterparty 4213
2023-09-18,Less:Refferal discount,3298.14,Transaction 4214,Counterparty 4214
2023-06-11,Marketing and sales:Other marketing expenses,1250.1,Transaction 4215,Counterparty 4215
2023-07-12,Marketing and sales:Sales software & other services,1771.62,Transaction 4216,Counterparty 4216
2023-01-09,WISE EUR,-4600.15,Transaction 4217,Counterparty 4217
2024-03-20,Amortisation / Depreciation:Depreciation,3893.18,Transaction 4218,Counterparty 4218
2023-11-07,Project's direct cost:Software expenses,3970.94,Transaction 4219,Counterparty 4219
2023-06-28,Goodwill,567.17,Transaction 4220,Counterparty 4220
2023-02-26,Payroll liabilities,3009.48,Transaction 4221,Counterparty 4221
2024-02-09,Share capital,-3062.17,Transaction 4222,Counterparty 4222
2023-08-20,Other Expenses:Social Tax,-311.93,Transaction 4223,Counterparty 4223
2023-07-31,Other Expenses:PE Tax,-193.59,Transaction 4224,Counterparty 4224
2023-07-30,Amortisation / Depreciation,-3594.91,Transaction 4225,Counterparty 4225
2023-06-21,R&D expenses,-4135.91,Transaction 4226,Counterparty 4226
2023-04-09,R&D expenses:R&D team salary,-904.52,Transaction 4227,Counterparty 4227
2023-12-04,Taxes:State Taxes,-2331.44,Transaction 4228,Counterparty 4228
2023-12-14,Accounts Receivable (A/R),1122.33,Transaction 4229,Counterparty 4229
2023-04-21,Marketing and sales:Other sales expenses,-4359.83,Transaction 4230,Counterparty 4230
2024-03-30,Direct labour:Project team salary,-616.14,Transaction 4231,Counterparty 4231
2023-06-11,Purchase & Sales of property and equipment,-4339.3,Transaction 4232,Counterparty 4232
2023-04-04,Professional services:Financial consultancy,-2066.73,Transaction 4233,Counterparty 4233
2024-01-30,Undeposited Funds,4524.94,Transaction 4234,Counterparty 4234
2023-05-10,Staff expenses:Recruitment expenses,-354.62,Transaction 4235,Counterparty 4235
2023-09-27,Prepaid expenses administrative,-3732.99,Transaction 4236,Counterparty 4236
2023-04-06,Comissions and fees from sales:Stripe fee,-888.29,Transaction 4237,Counterparty 4237
2023-02-28,Office expenses:Facilities,2770.68,Transaction 4238,Counterparty 4238
2023-03-14,WISE EUR,37.51,Transaction 4239,Counterparty 4239
2023-07-25,CHASE SAV *2868,-4224.93,Transaction 4240,Counterparty 4240
2023-04-12,"Property, Plant And Equipment Accumulated Depreciation",-1185.24,Transaction 4241,Counterparty 4241
2024-06-07,Mercury Savings *6214,-2069.53,Transaction 4242,Counterparty 4242
2024-01-05,Professional services:Legal consultancy,-2841.28,Transaction 4243,Counterparty 4243
2023-05-11,Office expenses:Rent,2483.22,Transaction 4244,Counterparty 4244
2023-09-13,Accounts Receivable (A/R) - EUR,-4103.23,Transaction 4245,Counterparty 4245
2023-07-02,Payroll liabilities,-3396.13,Transaction 4246,Counterparty 4246
2023-11-27,Share capital,-4267.73,Transaction 4247,Counterparty 4247
2024-02-29,Consulting,-1763.45,Transaction 4248,Counterparty 4248
2024-02-05,Intangible Assets Accumulated Amortization,-4012.41,Transaction 4249,Counterparty 4249
2024-05-05,Uncategorised Expense,1331.63,Transaction 4250,Counterparty 4250
2024-03-18,Marketing and sales:Sales bonus,-3333.83,Transaction 4251,Counterparty 4251
2023-07-20,Uncategorised Income,-982.13,Transaction 4252,Counterparty 4252
2024-03-10,Marketing and sales:Marketing team salary,1401.01,Transaction 4253,Counterparty 4253
2023-12-31,Less:Refferal discount,593.36,Transaction 4254,Counterparty 4254
2023-06-29,Interest Expenses,789.36,Transaction 4255,Counterparty 4255
2023-07-06,Less:Refferal discount,-1420.82,Transaction 4256,Counterparty 4256
2023-06-24,Project's direct cost:Subcontractors,-4536.99,Transaction 4257,Counterparty 4257
2024-06-08,Taxes:Federal Taxes,-2318.7,Transaction 4258,Counterparty 4258
2024-01-03,Less:Refferal discount,3315.27,Transaction 4259,Counterparty 4259
2023-01-03,Long-term debt,651.2,Transaction 4260,Counterparty 4260
2023-01-07,Share capital,-3749.28,Transaction 4261,Counterparty 4261
2024-06-05,Professional services:Contractors,1007.01,Transaction 4262,Counterparty 4262
2024-06-05,Stripe,-3346.85,Transaction 4263,Counterparty 4263
2023-05-23,Comissions and fees from sales:Stripe fee,-1227.77,Transaction 4264,Counterparty 4264
2023-07-25,Marketing and sales:M&S team salary tax expenses,-4870.93,Transaction 4265,Counterparty 4265
2023-04-11,Taxes,1148.78,Transaction 4266,Counterparty 4266
2023-09-07,Marketing and sales:Refferal program,546.59,Transaction 4267,Counterparty 4267
2023-09-01,Long-term debt,-496.79,Transaction 4268,Counterparty 4268
2024-03-15,Goodwill,4944.57,Transaction 4269,Counterparty 4269
2023-12-25,Marketing and sales:Design,1359.33,Transaction 4270,Counterparty 4270
2023-01-30,Staff expenses,-1875.68,Transaction 4271,Counterparty 4271
2023-03-07,Other Expenses:Comissions and fees,-4699.53,Transaction 4272,Counterparty 4272
2023-12-10,Marketing and sales:Marketing team salary,4319.88,Transaction 4273,Counterparty 4273
2023-02-09,Direct labour:Labour tax,3250.93,Transaction 4274,Counterparty 4274
2023-05-07,Payroll liabilities,-3348.79,Transaction 4275,Counterparty 4275
2023-03-03,Direct labour,-4359.78,Transaction 4276,Counterparty 4276
2023-10-25,Marketing and sales:Other sales expenses,-3583.21,Transaction 4277,Counterparty 4277
2023-10-20,Office expenses:Other office expenses,-2967.54,Transaction 4278,Counterparty 4278
2024-02-19,Inventory Asset,4744.3,Transaction 4279,Counterparty 4279
2024-02-29,Custom subscription,4139.95,Transaction 4280,Counterparty 4280
2023-06-23,Bookkeeping (reporting),2316.27,Transaction 4281,Counterparty 4281
2023-12-02,Share capital,-1454.35,Transaction 4282,Counterparty 4282
2023-07-20,Accrued non-current liabilities,3474.89,Transaction 4283,Counterparty 4283
2024-02-07,Accrued non-current liabilities,56.24,Transaction 4284,Counterparty 4284
2023-06-05,Interest Expenses,4349.18,Transaction 4285,Counterparty 4285
2023-07-17,Comissions and fees from sales,4991.5,Transaction 4286,Counterparty 4286
